value
CAP1 (0.7%)
MDS1 (1.2%)
MDS2 (1.2%)
MDS3 (0.9%)
MDS4 (0.9%)
MDS5 (0.8%)
MDS6 (0.8%)
MDS7 (0.7%)
MDS8 (0.7%)
MDS9 (0.7%)
