value
CAP1 (0.8%)
MDS1 (1.1%)
MDS2 (1%)
MDS3 (0.9%)
MDS4 (0.9%)
MDS5 (0.8%)
MDS6 (0.7%)
MDS7 (0.7%)
MDS8 (0.6%)
MDS9 (0.6%)
