variable,term,estimate,std.error,statistic,p.value,conf.low,conf.high,veg_type0,n
wind_pollination_wm,veg_type0A,0.6118404995723807,0.2787156602732482,1.6326864725032622,0.10253495394483111,0.4772114570556318,0.731319588194662,A,98
wind_pollination_wm,veg_type0M,0.4324454530550715,0.1904781643820162,-1.4273586963051355,0.1534765298479003,0.34406953609656893,0.525340689195216,M,171
wind_pollination_wm,veg_type0R,0.5171304407688271,0.1401937200844377,0.4889562271171152,0.6248726871266169,0.4486254351496857,0.5849975498303044,R,428
wind_pollination_wm,veg_type0TD_mesic,0.49076507887749515,0.14527637165527005,-0.25430071940146,0.7992632440657514,0.42026629028528667,0.5616331028712932,TD_mesic,268
wind_pollination_wm,veg_type0TD_wet,0.4776341698867225,0.11506531276619336,-0.7780195415257493,0.4365574930285745,0.421883320761577,0.5339478922363847,TD_wet,701
wind_pollination_wm,veg_type0TE,0.5609275107847211,0.2294741592247934,1.0673409187889855,0.2858179169325128,0.44896981599893065,0.6670090379624178,TE,105
wind_pollination_wm,veg_type0TFG,0.5066497525013813,0.21825763801906098,0.12187696459543218,0.902996459196854,0.401029698414658,0.611679563025143,TFG,109
wind_pollination_wm,veg_type0TH,0.5128642707444836,0.11704025470370805,0.439749911343713,0.6601182489377131,0.45563541793875767,0.5697578179623591,TH,739
wind_pollination_wm,veg_type0X,0.5229071093024319,0.2242735178001337,0.4088428565983517,0.6826549867046504,0.4138977276501553,0.6297770889660007,X,127
wind_pollination_uwm,veg_type0A,0.6195583216726718,0.2567146971256324,1.899672890126758,0.05747606013551246,0.4961306747327444,0.7292509454474909,A,89
wind_pollination_uwm,veg_type0M,0.4834411872574499,0.17039313764712902,-0.3888623857470533,0.6973779483511751,0.40125854789150084,0.5665293823417418,M,165
wind_pollination_uwm,veg_type0R,0.5477411107733229,0.11705333423001475,1.6364161802162627,0.10175251511586231,0.49053304420282506,0.6037149297912142,R,404
wind_pollination_uwm,veg_type0TD_mesic,0.5317750771464151,0.1360053419630883,0.9357855061701185,0.34938363540118483,0.46523276078018,0.5972061328387509,TD_mesic,250
wind_pollination_uwm,veg_type0TD_wet,0.5408643938693867,0.09387000276319588,1.7452112464222325,0.08094810429964773,0.49496046063222454,0.5860851498357441,TD_wet,679
wind_pollination_uwm,veg_type0TE,0.509752404573557,0.21310173040854613,0.1830795379145484,0.8547356107910715,0.4064508168661348,0.612227776568492,TE,101
wind_pollination_uwm,veg_type0TFG,0.4971817029534275,0.2060354249158175,-0.0547153848942132,0.9563652123507055,0.3976909906277298,0.5968960972324207,TFG,105
wind_pollination_uwm,veg_type0TH,0.5476165904453117,0.09046292782929102,2.111863087913684,0.034698194209834894,0.5034352553524215,0.5910600748105815,TH,730
wind_pollination_uwm,veg_type0X,0.5334855160042792,0.19966896504920081,0.6718262565469335,0.5016943112226504,0.4360518572204151,0.6284298738696515,X,127
symbiosis_N_fixers_wm,veg_type0A,0.34869198889391934,0.5683551560153449,-1.0993015191854114,0.2716365699433021,0.1494718634779075,0.6199089892639813,A,18
symbiosis_N_fixers_wm,veg_type0M,0.5038281215251056,0.2674662737250204,0.057251275436518506,0.9543450332166408,0.37544873508089893,0.631704716937972,M,80
symbiosis_N_fixers_wm,veg_type0R,0.5852205654652474,0.27248019233056875,1.2633649158724811,0.2064580665872403,0.4526895928719572,0.7064684217130225,R,132
symbiosis_N_fixers_wm,veg_type0TD_mesic,0.47642723093859657,0.15139269270093855,-0.6232865549279469,0.533096231504141,0.4034560749552795,0.5504188581742929,TD_mesic,246
symbiosis_N_fixers_wm,veg_type0TD_wet,0.4777840950463033,0.12888363646242235,-0.6899414804264391,0.4902309889045553,0.4154380026460355,0.5408301574473006,TD_wet,517
symbiosis_N_fixers_wm,veg_type0TE,0.513961094069008,0.3273134714105955,0.17065871387609702,0.8644921280490154,0.3576304157471898,0.6676069641454503,TE,42
