value
CAP1 (0.4%)
MDS1 (0.8%)
MDS2 (0.6%)
MDS3 (0.5%)
MDS4 (0.4%)
MDS5 (0.4%)
MDS6 (0.4%)
MDS7 (0.4%)
MDS8 (0.3%)
MDS9 (0.3%)
