species_name,EIV_light,EIV_temp,EIV_moist,EIV_react,EIV_nutr,dist_freq,dist_sev,GF_annual,GF_monocarpic,GF_polycarpic,GF_clonal,GF_dwarf,GF_shrub,GF_tree,LS_Pierce_C,LS_Pierce_S,LS_Pierce_R,LLS_overwintering_green,LLS_spring_green,LLS_summer_green,LLS_evergreen,LA_succulent,LA_scleromorphic,LA_mesomorphic,LA_hygromorphic,LA_helomorphic,LA_hydromorphic,SLA,GR_allogamy,GR_autogamy,GR_mixed_mating,GR_apomixis,wind_pollination,insect_pollination,selfing,DS_Allium,DS_Bidens,DS_Cornus,DS_Epilobium,DS_Lycopodium,DS_Phragmites,DS_Sparganium,DS_Zea,myrmecochorous,Par_autotrophic,Par_parasite,Par_mycoheterotroph,symbiosis_N_fixers,no_nitrogen_fixing,eco_spec_all,colonization_success,colonization_potential,expansive,grass,graminoid,non_myrmecochorous,LC,NT,VU,EN,CR,native,archaeophyte,neophyte,log_leaf_size,log_height_mean
Campanula lactiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA
Campanula latifolia,5,5,6,7,7,-0.653,0.17,0,0,0,1,0,0,0,51.45,0,48.55,0,0,1,0,0,0,0.5,0.5,0,0,55.63333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.5,1,NA,0,0,0,0,0,1,0,0,0,1,0,0,3.8637589186741725,0.021189299069938092
Campanula medium,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,NA,-0.1549019599857432
Campanula moravica,7,6,3,6,3,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,NA,0,0,0,0,0,1,0,0,0,1,0,0,NA,-0.3467874862246563
Campanula patula,7,5,5,6,5,-0.135,0.334,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,34.89,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.72,7,5,0,0,0,0,1,0,0,0,0,1,0,0,NA,-0.3233063903751334
Campanula persicifolia,5,6,4,7,5,-0.725,0.096,0,0,0,1,0,0,0,24.81,6.79,68.4,0,0,0,1,0,0,1,0,0,0,29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.32,6,6,0,0,0,0,1,0,0,0,0,1,0,0,2.699837725867246,-0.18708664335714442
Campanula rapunculoides,6,6,5,7,6,-0.629,0.447,0,0,1,0,0,0,0,34.99,0,65.01,0,0,1,0,0,0,1,0,0,0,53.34,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3.55,7,6,0,0,0,0,1,0,0,0,0,1,0,0,3.3043774155233616,-0.2596373105057561
Campanula rapunculus,8,7,3,8,5,NA,NA,0,1,0,0,0,0,0,24.34,0,75.66,0,0,1,0,0,0,1,0,0,0,39.91,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,2.7906369619317033,-0.3467874862246563
Campanula rhomboidalis,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,NA,-0.6020599913279624
Campanula rotundifolia,7,5,NA,NA,3,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,24.08777778,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,6,4,0,0,0,0,1,0,0,0,0,1,0,0,1.863174103660052,-0.4881166390211256
Campanula rotundifolia agg.,7,NA,NA,NA,3,-0.542,0.254,0,0,0,1,0,0,0,7.37,23.6,69.03,0,0,0,1,0,0,1,0,0,0,24.08777778,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.2,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,1.863174103660052,-0.42596873227228116
Campanula rotundifolia subsp. rotundifolia,7,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,-0.3979400086720376
Campanula rotundifolia subsp. sudetica,7,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,NA,-0.9030899869919435
Campanula sibirica,8,8,2,8,3,-0.09,0.235,0,1,0,0,0,0,0,21.77,45.25,32.98,0,0,1,0,0,0.5,0.5,0,0,0,14.46622642,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.31,3,4,0,0,0,0,0,1,0,0,0,1,0,0,2.4381466362467488,-0.5606673061697374
Campanula sibirica subsp. sibirica,8,8,2,8,3,-0.09,0.235,0,1,0,0,0,0,0,21.77,45.25,32.98,0,0,1,0,0,0.5,0.5,0,0,0,14.46622642,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.31,3,4,0,0,0,0,0,1,0,0,0,1,0,0,2.4381466362467488,-0.5606673061697374
Campanula thyrsoides,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA
Campanula thyrsoides subsp. thyrsoides,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA
Campanula trachelium,4,5,6,7,7,-0.739,0.135,0,0,0,1,0,0,0,47.52,0,52.48,0,0,1,0,0,0,0.5,0.5,0,0,39,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,3.556423121371285,-0.2218487496163564
Campsis radicans,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,0.6989700043360189
Canna ×generalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Canna indica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,0.07918124604762482
Cannabis sativa,7,7,6,6,7,NA,NA,1,0,0,0,0,0,0,44.33,23.24,32.43,0,0,1,0,0,0,1,0,0,0,28.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3.63,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,3.687160948099214,0.33243845991560533
Capsella bursa-pastoris,7,5,5,NA,7,0.186,0.91,1,0,0,0,0,0,0,43.4,0,56.6,1,0,0,0,0,0,1,0,0,0,30.01848073,0,1,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.95,6,3,0,0,0,0,1,0,0,0,0,0,1,0,3.265446779725042,-0.5606673061697374
Capsella rubella,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,38.46,0,61.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,NA,-0.6020599913279624
Capsicum annuum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,-0.2596373105057561
Caragana arborescens,5,6,5,7,7,NA,NA,0,0,0,0,0,1,0,19.66,52.59,27.74,0,0,1,0,0,0.5,0.5,0,0,0,23.53,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,3.0251009610468134,0.47712125471966244
Caragana frutex,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA
Cardamine ×smejkalii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Cardamine amara,5,5,9,6,6,NA,NA,0,0,0,1,0,0,0,41.58,0,58.42,0,0,0,1,0,0,0,0.5,0.5,0,43.95,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,NA,4,1,0,0,0,0,1,0,0,0,0,1,0,0,3.4005955460877613,-0.4559319556497244
Cardamine amara subsp. amara,5,5,9,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.42,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA
Cardamine amara subsp. austriaca,5,5,9,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA
Cardamine amara subsp. opicii,7,3,9,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5.94,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA
Cardamine chelidonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,NA,-0.6020599913279624
Cardamine dentata,6,6,9,6,7,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,NA,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.57,3,9,0,0,0,0,0,1,0,0,0,1,0,0,NA,-0.4559319556497244
Cardamine dentata × C. pratensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Cardamine flexuosa,5,5,7,5,6,-0.617,0.248,0,0,1,0,0,0,0,24.7,0,75.3,1,0,0,0,0,0,0,0.5,0.5,0,41.25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.8,2,4,0,0,0,0,1,0,0,0,0,1,0,0,2.82020145948564,-0.6478174818886375
Cardamine hirsuta,6,6,5,5,6,-0.385,0.507,1,0,0,0,0,0,0,22.48,0,77.52,1,0,0,0,0,0,1,0,0,0,27.78333333,0,1,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.22,3,6,0,0,0,0,1,0,0,0,0,0,1,0,2.5276299008713385,-0.7569619513137056
Cardamine impatiens,4,5,6,7,7,-0.71,0.117,0,0,1,0,0,0,0,8.48,47.31,44.21,1,0,0,0,0,0,1,0,0,0,33.8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.45,4,4,0,0,0,0,1,0,0,0,0,1,0,0,2.3783979009481375,-0.3467874862246563
Cardamine matthioli,7,6,8,6,5,-0.253,0.313,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.36,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,NA,-0.5228787452803376
Cardamine occulta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,1,NA,NA
Cardamine parviflora,7,6,7,7,6,NA,NA,1,0,0,0,0,0,0,6.21,0,93.79,0,0,1,0,NA,NA,NA,NA,NA,NA,34.935,0,0,1,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.1,1,NA,0,0,0,0,0,0,0,1,0,1,0,0,1.8783781558498547,-0.721246399047171
Cardamine pratensis,7,5,8,NA,NA,-0.286,0.299,0,0,0,1,0,0,0,35.21,22.45,42.34,0,0,0,1,0,0,0,0.5,0.5,0,20.35371128,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.9,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,3.0115704435972783,-0.4881166390211256
Cardamine pratensis agg.,7,5,8,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,1,0,0,0,0.5,0.5,0,20.35371128,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,1,0,0,0,1,NA,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0115704435972783,-0.5228787452803376
Cardamine resedifolia,8,2,5,3,3,NA,NA,0,0,1,0,0,0,0,3.96,62.41,33.62,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,NA,-1
Cardamine trifolia,3,4,6,7,7,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,1,0,0,0.5,0.5,0,0,NA,NA,NA,NA,NA,0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.37,1,NA,0,0,0,0,0,1,0,0,0,1,0,0,NA,-0.6478174818886375
Carduus ×grenieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carduus ×leptocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carduus ×orthocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carduus ×sepincola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carduus ×stangii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carduus acanthoides,9,6,4,8,7,-0.273,0.726,0,1,0,0,0,0,0,71.49,0,28.51,0,0,0,1,0,0.5,0.5,0,0,0,19.015,0,0,1,0,0,0.5,0.5,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4.09,7,8,0,0,0,0,1,0,0,0,0,0,1,0,3.7969037447975578,0.06069784035361165
Carduus crispus,6,5,6,6,9,-0.628,0.524,0,1,0,0,0,0,0,62.95,0,37.05,0,0,1,0,0,0,1,0,0,0,23.6,0,0,1,0,0,0.5,0.5,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3.97,5,7,0,0,0,0,1,0,0,0,0,1,0,0,3.7060346607143506,0.11394335230683679
Carduus crispus subsp. crispus,6,5,6,6,9,-0.628,0.524,0,1,0,0,0,0,0,62.95,0,37.05,0,0,1,0,0,0,1,0,0,0,23.6,0,0,1,0,0,0.5,0.5,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3.97,5,7,0,0,0,0,1,0,0,0,0,1,0,0,3.7060346607143506,0.11394335230683679
Carduus nutans,8,6,4,8,6,-0.293,0.517,0,1,0,0,0,0,0,71.72,0,28.28,0,0,0,1,0,1,0,0,0,0,17.05,0,0,1,0,0,0.5,0.5,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3.79,4,6,0,0,0,0,0,1,0,0,0,1,0,0,3.6626634095740376,-0.045757490560675115
Carduus nutans subsp. nutans,8,6,4,8,6,-0.293,0.517,0,1,0,0,0,0,0,71.72,0,28.28,0,0,0,1,0,1,0,0,0,0,17.05,0,0,1,0,0,0.5,0.5,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3.79,4,6,0,0,0,0,0,1,0,0,0,1,0,0,3.6626634095740376,-0.045757490560675115
Carduus personata,7,4,7,7,8,-0.56,0.317,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.5,0,0,NA,0,0,1,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.79,1,1,0,0,0,0,1,0,0,0,0,1,0,0,NA,0.11394335230683679
Carduus personata subsp. personata,7,4,7,7,8,-0.56,0.317,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.5,0,0,NA,0,0,1,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.79,1,1,0,0,0,0,1,0,0,0,0,1,0,0,NA,0.11394335230683679
Carduus tenuiflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA
Carex ×albertii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×allolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×alsatica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×appeliana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×auroniensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×beckmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×boenninghausiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×bolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×csomadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×decolorans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×elytroides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×evoluta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×figertii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×gaudiniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
Carex ×ginsiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,NA,NA
