PlotObservationID,TV2_releve_number,RS_CODE,RS_CODE_PLOT,year,Releve_area_m2,veg_type0,Longitude,Latitude,n_surveys
15812,903030,CZ_0002,CZ_0002_1,1991,2,R,15.231111,50.832778,3
15841,903059,CZ_0002,CZ_0002_1,2005,2,R,15.231111,50.832778,3
15871,903089,CZ_0002,CZ_0002_1,2012,NA,R,15.231111,50.832778,3
15830,903048,CZ_0002,CZ_0002_11,1991,100,R,15.328611,50.828333,3
15859,903077,CZ_0002,CZ_0002_11,2008,25,R,15.328611,50.828333,3
15886,903104,CZ_0002,CZ_0002_11,2012,NA,R,15.328611,50.828333,3
15813,903031,CZ_0002,CZ_0002_12,1991,4,R,15.230833,50.8325,3
15842,903060,CZ_0002,CZ_0002_12,2005,4,R,15.230833,50.8325,3
15872,903090,CZ_0002,CZ_0002_12,2012,NA,R,15.230833,50.8325,3
15831,903049,CZ_0002,CZ_0002_13,1991,25,M,15.327778,50.828056,4
15860,903078,CZ_0002,CZ_0002_13,2005,4,M,15.327778,50.828056,4
15870,903088,CZ_0002,CZ_0002_13,2008,4,M,15.327778,50.828056,4
15887,903105,CZ_0002,CZ_0002_13,2012,NA,M,15.327778,50.828056,4
15832,903050,CZ_0002,CZ_0002_14,1991,25,M,15.336389,50.829444,3
15861,903079,CZ_0002,CZ_0002_14,2005,4,M,15.336389,50.829444,3
15888,903106,CZ_0002,CZ_0002_14,2012,NA,M,15.336389,50.829444,3
15833,903051,CZ_0002,CZ_0002_15,1991,6,R,15.335833,50.829444,3
15862,903080,CZ_0002,CZ_0002_15,2005,4,R,15.335833,50.829444,3
15889,903107,CZ_0002,CZ_0002_15,2012,NA,R,15.335833,50.829444,3
15834,903052,CZ_0002,CZ_0002_16,1991,25,R,15.335556,50.829444,3
15863,903081,CZ_0002,CZ_0002_16,2005,4,R,15.335556,50.829444,3
15890,903108,CZ_0002,CZ_0002_16,2012,NA,R,15.335556,50.829444,3
15835,903053,CZ_0002,CZ_0002_17,1991,25,R,15.335556,50.829722,3
15864,903082,CZ_0002,CZ_0002_17,2005,4,R,15.335556,50.829722,3
15891,903109,CZ_0002,CZ_0002_17,2012,NA,R,15.335556,50.829722,3
15836,903054,CZ_0002,CZ_0002_18,1991,6,R,15.335556,50.829444,3
15865,903083,CZ_0002,CZ_0002_18,2005,4,R,15.335556,50.829444,3
15892,903110,CZ_0002,CZ_0002_18,2012,NA,R,15.335556,50.829444,3
15837,903055,CZ_0002,CZ_0002_19,1991,2,R,15.335833,50.829444,3
15866,903084,CZ_0002,CZ_0002_19,2005,3,R,15.335833,50.829444,3
15893,903111,CZ_0002,CZ_0002_19,2012,NA,R,15.335833,50.829444,3
15821,903039,CZ_0002,CZ_0002_2,1991,4,R,15.304167,50.845556,3
15850,903068,CZ_0002,CZ_0002_2,2005,4,R,15.304167,50.845556,3
15879,903097,CZ_0002,CZ_0002_2,2012,NA,R,15.304167,50.845556,3
15838,903056,CZ_0002,CZ_0002_20,1991,100,R,15.335556,50.828889,3
15867,903085,CZ_0002,CZ_0002_20,2005,30,R,15.335556,50.828889,3
15894,903112,CZ_0002,CZ_0002_20,2012,NA,R,15.335556,50.828889,3
15840,903058,CZ_0002,CZ_0002_22,1991,2.5,R,15.244444,50.831389,3
15869,903087,CZ_0002,CZ_0002_22,2005,4,R,15.244444,50.831389,3
15895,903113,CZ_0002,CZ_0002_22,2012,NA,R,15.244444,50.831389,3
15814,903032,CZ_0002,CZ_0002_23,1991,4.5,R,15.230833,50.833611,3
15843,903061,CZ_0002,CZ_0002_23,2005,4.5,R,15.230833,50.833611,3
15873,903091,CZ_0002,CZ_0002_23,2012,NA,R,15.230833,50.833611,3
15816,903034,CZ_0002,CZ_0002_25,1991,4,R,15.245,50.831389,3
15845,903063,CZ_0002,CZ_0002_25,2005,4,R,15.245,50.831389,3
15875,903093,CZ_0002,CZ_0002_25,2012,NA,R,15.245,50.831389,3
15818,903036,CZ_0002,CZ_0002_27,1991,36,R,15.244722,50.831667,3
15847,903065,CZ_0002,CZ_0002_27,2005,36,R,15.244722,50.831667,3
15876,903094,CZ_0002,CZ_0002_27,2012,NA,R,15.244722,50.831667,3
15819,903037,CZ_0002,CZ_0002_28,1991,4,R,15.245278,50.831389,3
15848,903066,CZ_0002,CZ_0002_28,2005,4,R,15.245278,50.831389,3
15877,903095,CZ_0002,CZ_0002_28,2012,NA,R,15.245278,50.831389,3
15820,903038,CZ_0002,CZ_0002_29,1991,4,R,15.244722,50.831389,3
15849,903067,CZ_0002,CZ_0002_29,2005,4,R,15.244722,50.831389,3
15878,903096,CZ_0002,CZ_0002_29,2012,NA,R,15.244722,50.831389,3
15822,903040,CZ_0002,CZ_0002_3,1991,4,R,15.304167,50.845833,3
15851,903069,CZ_0002,CZ_0002_3,2005,4,R,15.304167,50.845833,3
15880,903098,CZ_0002,CZ_0002_3,2012,NA,R,15.304167,50.845833,3
15824,903042,CZ_0002,CZ_0002_5,1991,100,R,15.304444,50.845556,3
15853,903071,CZ_0002,CZ_0002_5,2005,25,R,15.304444,50.845556,3
15881,903099,CZ_0002,CZ_0002_5,2012,NA,R,15.304444,50.845556,3
15825,903043,CZ_0002,CZ_0002_6,1991,6,R,15.328056,50.827778,3
15854,903072,CZ_0002,CZ_0002_6,2008,6,R,15.328056,50.827778,3
15882,903100,CZ_0002,CZ_0002_6,2012,NA,R,15.328056,50.827778,3
15826,903044,CZ_0002,CZ_0002_7,1991,6,R,15.327778,50.827778,3
15855,903073,CZ_0002,CZ_0002_7,2008,4,R,15.327778,50.827778,3
15883,903101,CZ_0002,CZ_0002_7,2012,NA,R,15.327778,50.827778,3
15827,903045,CZ_0002,CZ_0002_8,1991,4,R,15.328056,50.828056,3
15856,903074,CZ_0002,CZ_0002_8,2008,4,R,15.328056,50.828056,3
15884,903102,CZ_0002,CZ_0002_8,2012,NA,R,15.328056,50.828056,3
15828,903046,CZ_0002,CZ_0002_9,1991,6,R,15.328333,50.827222,3
15857,903075,CZ_0002,CZ_0002_9,2005,4,R,15.328333,50.827222,3
15885,903103,CZ_0002,CZ_0002_9,2012,NA,R,15.328333,50.827222,3
622624,424650,CZ_0003,CZ_0003_10,1993,25,R,17.115306,50.164056,2
18075,487670,CZ_0003,CZ_0003_10,2008,4,R,17.115306,50.164056,2
622620,424646,CZ_0003,CZ_0003_11,1993,50,R,17.114861,50.164194,2
18076,487671,CZ_0003,CZ_0003_11,2008,4,R,17.114861,50.164194,2
622614,424640,CZ_0003,CZ_0003_12,1993,8,R,17.115722,50.164028,2
18077,487672,CZ_0003,CZ_0003_12,2008,4,R,17.115722,50.164028,2
622604,424630,CZ_0003,CZ_0003_13,1994,4,R,17.110722,50.160917,2
18078,487673,CZ_0003,CZ_0003_13,2008,4,R,17.110722,50.160917,2
622621,424647,CZ_0003,CZ_0003_14,1994,25,R,17.110694,50.161,2
18079,487674,CZ_0003,CZ_0003_14,2008,4,R,17.110694,50.161,2
622625,424651,CZ_0003,CZ_0003_15,1994,25,R,17.107333,50.159167,2
18080,487675,CZ_0003,CZ_0003_15,2008,4,R,17.107333,50.159167,2
622605,424631,CZ_0003,CZ_0003_16,1994,4,R,17.106722,50.158917,2
18081,487676,CZ_0003,CZ_0003_16,2008,4,R,17.106722,50.158917,2
622626,424652,CZ_0003,CZ_0003_17,1994,25,R,17.106806,50.15875,2
18082,487677,CZ_0003,CZ_0003_17,2008,4,R,17.106806,50.15875,2
622606,424632,CZ_0003,CZ_0003_18,1994,4,R,17.106722,50.158667,2
18083,487678,CZ_0003,CZ_0003_18,2008,4,R,17.106722,50.158667,2
622616,424642,CZ_0003,CZ_0003_19,1991,20,R,17.218861,50.047222,2
18063,487658,CZ_0003,CZ_0003_19,2008,4,R,17.218861,50.047222,2
622613,424639,CZ_0003,CZ_0003_2,1993,2,R,17.118389,50.161667,2
18070,487665,CZ_0003,CZ_0003_2,2008,4,R,17.118389,50.161667,2
622610,424636,CZ_0003,CZ_0003_20,1994,4,R,17.107167,50.158722,2
18084,487679,CZ_0003,CZ_0003_20,2008,4,R,17.107167,50.158722,2
622603,424629,CZ_0003,CZ_0003_21,1991,3,R,17.229139,50.074778,2
18064,487659,CZ_0003,CZ_0003_21,2008,4,R,17.229139,50.074778,2
622622,424648,CZ_0003,CZ_0003_22,1991,25,R,17.228917,50.074583,2
18065,487660,CZ_0003,CZ_0003_22,2008,4,R,17.228917,50.074583,2
622619,424645,CZ_0003,CZ_0003_23,1991,25,R,17.207167,50.102833,2
18066,487661,CZ_0003,CZ_0003_23,2008,4,R,17.207167,50.102833,2
622635,424661,CZ_0003,CZ_0003_24,1991,50,R,17.206806,50.102806,2
18067,487662,CZ_0003,CZ_0003_24,2008,30,R,17.206806,50.102806,2
622628,424654,CZ_0003,CZ_0003_25,1991,25,R,17.206556,50.102556,2
18068,487663,CZ_0003,CZ_0003_25,2008,4,R,17.206556,50.102556,2
622612,424638,CZ_0003,CZ_0003_26,1991,4,R,17.206667,50.102306,2
18069,487664,CZ_0003,CZ_0003_26,2008,4,R,17.206667,50.102306,2
622627,424653,CZ_0003,CZ_0003_3,1993,25,R,17.118167,50.161639,2
18071,487666,CZ_0003,CZ_0003_3,2008,4,R,17.118167,50.161639,2
622607,424633,CZ_0003,CZ_0003_4,1993,2,R,17.118028,50.161528,2
18085,487680,CZ_0003,CZ_0003_4,2008,4,R,17.118028,50.161528,2
622608,424634,CZ_0003,CZ_0003_5,1993,3,R,17.117972,50.161583,2
18086,487681,CZ_0003,CZ_0003_5,2008,4,R,17.117972,50.161583,2
622629,424655,CZ_0003,CZ_0003_6,1993,6,R,17.117806,50.1615,2
18072,487667,CZ_0003,CZ_0003_6,2008,4,R,17.117806,50.1615,2
622623,424649,CZ_0003,CZ_0003_7,1993,40,R,17.115333,50.163972,2
18073,487668,CZ_0003,CZ_0003_7,2008,4,R,17.115333,50.163972,2
622632,424658,CZ_0003,CZ_0003_8,1991,50,R,17.21675,50.046444,2
18062,487657,CZ_0003,CZ_0003_8,2008,4,R,17.21675,50.046444,2
622609,424635,CZ_0003,CZ_0003_9,1993,6,R,17.11525,50.164111,2
18074,487669,CZ_0003,CZ_0003_9,2008,4,R,17.11525,50.164111,2
599717,401371,CZ_0004,CZ_0004_1,1993,16,TH,15.637283,48.891761,2
18107,905021,CZ_0004,CZ_0004_1,2020,16,TH,15.637283,48.891761,2
18088,905002,CZ_0004,CZ_0004_10,1993,16,TH,15.78135,48.938,2
18119,905033,CZ_0004,CZ_0004_10,2020,16,TH,15.78135,48.938,2
599731,401385,CZ_0004,CZ_0004_11,1994,25,TH,15.691708,48.904317,2
18115,905029,CZ_0004,CZ_0004_11,2020,25,TH,15.691708,48.904317,2
18089,905003,CZ_0004,CZ_0004_12,1994,25,TH,15.689456,48.900833,2
18101,905015,CZ_0004,CZ_0004_12,2020,25,TH,15.689456,48.900833,2
18090,905004,CZ_0004,CZ_0004_13,1993,16,TH,15.634153,48.892936,2
18104,905018,CZ_0004,CZ_0004_13,2020,16,TH,15.634153,48.892936,2
599733,401387,CZ_0004,CZ_0004_14,1993,16,TH,15.714514,48.933869,2
18123,905037,CZ_0004,CZ_0004_14,2020,16,TH,15.714514,48.933869,2
18091,905005,CZ_0004,CZ_0004_15,1994,20,TH,15.748133,48.925775,2
18126,905040,CZ_0004,CZ_0004_15,2020,20,TH,15.748133,48.925775,2
599732,401386,CZ_0004,CZ_0004_16,1994,15,TH,15.7291,48.921497,2
18125,905039,CZ_0004,CZ_0004_16,2020,15,TH,15.7291,48.921497,2
599734,401388,CZ_0004,CZ_0004_17,1993,16,X,15.714633,48.933686,2
18124,905038,CZ_0004,CZ_0004_17,2020,16,X,15.714633,48.933686,2
18092,905006,CZ_0004,CZ_0004_18,1993,16,TH,15.799694,48.931283,2
18121,905035,CZ_0004,CZ_0004_18,2020,16,TH,15.799694,48.931283,2
599730,401384,CZ_0004,CZ_0004_19,1993,8,TFG,15.636778,48.891361,2
18127,905041,CZ_0004,CZ_0004_19,2020,8,TFG,15.636778,48.891361,2
599714,401368,CZ_0004,CZ_0004_2,1993,16,TH,15.638572,48.887653,2
18103,905017,CZ_0004,CZ_0004_2,2020,16,TH,15.638572,48.887653,2
18093,905007,CZ_0004,CZ_0004_20,1993,15,TH,15.748378,48.934772,2
18118,905032,CZ_0004,CZ_0004_20,2020,15,TH,15.748378,48.934772,2
18094,905008,CZ_0004,CZ_0004_21,1993,16,TH,15.625908,48.89365,2
18105,905019,CZ_0004,CZ_0004_21,2020,16,TH,15.625908,48.89365,2
18096,905010,CZ_0004,CZ_0004_22,1994,25,TH,15.63955,48.892958,2
18109,905023,CZ_0004,CZ_0004_22,2020,25,TH,15.63955,48.892958,2
18098,905012,CZ_0004,CZ_0004_23,1993,15,TH,15.689717,48.903911,2
18117,905031,CZ_0004,CZ_0004_23,2020,15,TH,15.689717,48.903911,2
18099,905013,CZ_0004,CZ_0004_24,1994,25,TH,15.732558,48.920247,2
18129,905043,CZ_0004,CZ_0004_24,2020,25,TH,15.732558,48.920247,2
18100,905014,CZ_0004,CZ_0004_25,1993,25,TH,15.689836,48.903917,2
18130,905044,CZ_0004,CZ_0004_25,2020,25,TH,15.689836,48.903917,2
599718,401372,CZ_0004,CZ_0004_3,1993,16,TH,15.636903,48.891614,2
18106,905020,CZ_0004,CZ_0004_3,2020,16,TH,15.636903,48.891614,2
599720,401374,CZ_0004,CZ_0004_4,1994,15,TH,15.742911,48.933192,2
18110,905024,CZ_0004,CZ_0004_4,2020,15,TH,15.742911,48.933192,2
599721,401375,CZ_0004,CZ_0004_5,1994,16,TH,15.760578,48.935047,2
18122,905036,CZ_0004,CZ_0004_5,2020,16,TH,15.760578,48.935047,2
599715,401369,CZ_0004,CZ_0004_6,1993,15,TH,15.634233,48.888347,2
18128,905042,CZ_0004,CZ_0004_6,2020,15,TH,15.634233,48.888347,2
599716,401370,CZ_0004,CZ_0004_7,1994,25,TH,15.639794,48.893061,2
18108,905022,CZ_0004,CZ_0004_7,2020,25,TH,15.639794,48.893061,2
18087,905001,CZ_0004,CZ_0004_8,1993,16,TH,15.799386,48.9316,2
18120,905034,CZ_0004,CZ_0004_8,2020,16,TH,15.799386,48.9316,2
599719,401373,CZ_0004,CZ_0004_9,1993,15,TH,15.696053,48.907572,2
18102,905016,CZ_0004,CZ_0004_9,2020,15,TH,15.696053,48.907572,2
18131,905045,CZ_0005,CZ_0005_1,2015,25,TH,16.241542,49.110614,6
18133,905047,CZ_0005,CZ_0005_1,2017,25,TH,16.241542,49.110614,6
18137,905051,CZ_0005,CZ_0005_1,2018,25,TH,16.241542,49.110614,6
18138,905052,CZ_0005,CZ_0005_1,2019,25,TH,16.241542,49.110614,6
18140,905054,CZ_0005,CZ_0005_1,2020,25,TH,16.241542,49.110614,6
18142,905056,CZ_0005,CZ_0005_1,2021,25,TH,16.241542,49.110614,6
18132,905046,CZ_0005,CZ_0005_2,2015,25,TFG,16.242542,49.110614,6
18134,905048,CZ_0005,CZ_0005_2,2017,25,TFG,16.242542,49.110614,6
18135,905049,CZ_0005,CZ_0005_2,2018,25,TFG,16.242542,49.110614,6
18139,905053,CZ_0005,CZ_0005_2,2019,25,TFG,16.242542,49.110614,6
18141,905055,CZ_0005,CZ_0005_2,2020,25,TFG,16.242542,49.110614,6
18143,905057,CZ_0005,CZ_0005_2,2021,25,TFG,16.241597,49.110647,6
18136,905050,CZ_0005,CZ_0005_3,2018,25,TD_mesic,16.241467,49.110786,2
18144,905058,CZ_0005,CZ_0005_3,2021,25,TD_mesic,16.241467,49.110786,2
908161,NA,CZ_0007,CZ_0007_1,2002,1,R,17.9054536,48.9904647,21
908166,NA,CZ_0007,CZ_0007_1,2003,1,R,17.9054536,48.9904647,21
908171,NA,CZ_0007,CZ_0007_1,2004,1,R,17.9054536,48.9904647,21
908176,NA,CZ_0007,CZ_0007_1,2005,1,R,17.9054536,48.9904647,21
908181,NA,CZ_0007,CZ_0007_1,2006,1,R,17.9054536,48.9904647,21
908186,NA,CZ_0007,CZ_0007_1,2007,1,R,17.9054536,48.9904647,21
908191,NA,CZ_0007,CZ_0007_1,2008,1,R,17.9054536,48.9904647,21
908196,NA,CZ_0007,CZ_0007_1,2009,1,R,17.9054536,48.9904647,21
908201,NA,CZ_0007,CZ_0007_1,2010,1,R,17.9054536,48.9904647,21
908206,NA,CZ_0007,CZ_0007_1,2011,1,R,17.9054536,48.9904647,21
908211,NA,CZ_0007,CZ_0007_1,2012,1,R,17.9054536,48.9904647,21
908216,NA,CZ_0007,CZ_0007_1,2013,1,R,17.9054536,48.9904647,21
908221,NA,CZ_0007,CZ_0007_1,2014,1,R,17.9054536,48.9904647,21
908226,NA,CZ_0007,CZ_0007_1,2015,1,R,17.9054536,48.9904647,21
908231,NA,CZ_0007,CZ_0007_1,2016,1,R,17.9054536,48.9904647,21
908236,NA,CZ_0007,CZ_0007_1,2017,1,R,17.9054536,48.9904647,21
908241,NA,CZ_0007,CZ_0007_1,2018,1,R,17.9054536,48.9904647,21
908246,NA,CZ_0007,CZ_0007_1,2019,1,R,17.9054536,48.9904647,21
908251,NA,CZ_0007,CZ_0007_1,2020,1,R,17.9054536,48.9904647,21
908256,NA,CZ_0007,CZ_0007_1,2022,1,R,17.9054536,48.9904647,21
908261,NA,CZ_0007,CZ_0007_1,2023,1,R,17.9054536,48.9904647,21
908162,NA,CZ_0007,CZ_0007_2,2002,1,R,17.90571,48.9898339,21
908167,NA,CZ_0007,CZ_0007_2,2003,1,R,17.90571,48.9898339,21
908172,NA,CZ_0007,CZ_0007_2,2004,1,R,17.90571,48.9898339,21
908177,NA,CZ_0007,CZ_0007_2,2005,1,R,17.90571,48.9898339,21
908182,NA,CZ_0007,CZ_0007_2,2006,1,R,17.90571,48.9898339,21
908187,NA,CZ_0007,CZ_0007_2,2007,1,R,17.90571,48.9898339,21
908192,NA,CZ_0007,CZ_0007_2,2008,1,R,17.90571,48.9898339,21
908197,NA,CZ_0007,CZ_0007_2,2009,1,R,17.90571,48.9898339,21
908202,NA,CZ_0007,CZ_0007_2,2010,1,R,17.90571,48.9898339,21
908207,NA,CZ_0007,CZ_0007_2,2011,1,R,17.90571,48.9898339,21
908212,NA,CZ_0007,CZ_0007_2,2012,1,R,17.90571,48.9898339,21
908217,NA,CZ_0007,CZ_0007_2,2013,1,R,17.90571,48.9898339,21
908222,NA,CZ_0007,CZ_0007_2,2014,1,R,17.90571,48.9898339,21
908227,NA,CZ_0007,CZ_0007_2,2015,1,R,17.90571,48.9898339,21
908232,NA,CZ_0007,CZ_0007_2,2016,1,R,17.90571,48.9898339,21
908237,NA,CZ_0007,CZ_0007_2,2017,1,R,17.90571,48.9898339,21
908242,NA,CZ_0007,CZ_0007_2,2018,1,R,17.90571,48.9898339,21
908247,NA,CZ_0007,CZ_0007_2,2019,1,R,17.90571,48.9898339,21
908252,NA,CZ_0007,CZ_0007_2,2020,1,R,17.90571,48.9898339,21
908257,NA,CZ_0007,CZ_0007_2,2022,1,R,17.90571,48.9898339,21
908262,NA,CZ_0007,CZ_0007_2,2023,1,R,17.90571,48.9898339,21
908163,NA,CZ_0007,CZ_0007_3,2002,1,R,17.9055328,48.9885922,21
908168,NA,CZ_0007,CZ_0007_3,2003,1,R,17.9055328,48.9885922,21
908173,NA,CZ_0007,CZ_0007_3,2004,1,R,17.9055328,48.9885922,21
908178,NA,CZ_0007,CZ_0007_3,2005,1,R,17.9055328,48.9885922,21
908183,NA,CZ_0007,CZ_0007_3,2006,1,R,17.9055328,48.9885922,21
908188,NA,CZ_0007,CZ_0007_3,2007,1,R,17.9055328,48.9885922,21
908193,NA,CZ_0007,CZ_0007_3,2008,1,R,17.9055328,48.9885922,21
908198,NA,CZ_0007,CZ_0007_3,2009,1,R,17.9055328,48.9885922,21
908203,NA,CZ_0007,CZ_0007_3,2010,1,R,17.9055328,48.9885922,21
908208,NA,CZ_0007,CZ_0007_3,2011,1,R,17.9055328,48.9885922,21
908213,NA,CZ_0007,CZ_0007_3,2012,1,R,17.9055328,48.9885922,21
908218,NA,CZ_0007,CZ_0007_3,2013,1,R,17.9055328,48.9885922,21
908223,NA,CZ_0007,CZ_0007_3,2014,1,R,17.9055328,48.9885922,21
908228,NA,CZ_0007,CZ_0007_3,2015,1,R,17.9055328,48.9885922,21
908233,NA,CZ_0007,CZ_0007_3,2016,1,R,17.9055328,48.9885922,21
908238,NA,CZ_0007,CZ_0007_3,2017,1,R,17.9055328,48.9885922,21
908243,NA,CZ_0007,CZ_0007_3,2018,1,R,17.9055328,48.9885922,21
908248,NA,CZ_0007,CZ_0007_3,2019,1,R,17.9055328,48.9885922,21
908253,NA,CZ_0007,CZ_0007_3,2020,1,R,17.9055328,48.9885922,21
908258,NA,CZ_0007,CZ_0007_3,2022,1,R,17.9055328,48.9885922,21
908263,NA,CZ_0007,CZ_0007_3,2023,1,R,17.9055328,48.9885922,21
908164,NA,CZ_0007,CZ_0007_4,2002,1,R,17.9070844,48.9897594,21
908169,NA,CZ_0007,CZ_0007_4,2003,1,R,17.9070844,48.9897594,21
908174,NA,CZ_0007,CZ_0007_4,2004,1,R,17.9070844,48.9897594,21
908179,NA,CZ_0007,CZ_0007_4,2005,1,R,17.9070844,48.9897594,21
908184,NA,CZ_0007,CZ_0007_4,2006,1,R,17.9070844,48.9897594,21
908189,NA,CZ_0007,CZ_0007_4,2007,1,R,17.9070844,48.9897594,21
908194,NA,CZ_0007,CZ_0007_4,2008,1,R,17.9070844,48.9897594,21
908199,NA,CZ_0007,CZ_0007_4,2009,1,R,17.9070844,48.9897594,21
908204,NA,CZ_0007,CZ_0007_4,2010,1,R,17.9070844,48.9897594,21
908209,NA,CZ_0007,CZ_0007_4,2011,1,R,17.9070844,48.9897594,21
908214,NA,CZ_0007,CZ_0007_4,2012,1,R,17.9070844,48.9897594,21
908219,NA,CZ_0007,CZ_0007_4,2013,1,R,17.9070844,48.9897594,21
908224,NA,CZ_0007,CZ_0007_4,2014,1,R,17.9070844,48.9897594,21
908229,NA,CZ_0007,CZ_0007_4,2015,1,R,17.9070844,48.9897594,21
908234,NA,CZ_0007,CZ_0007_4,2016,1,R,17.9070844,48.9897594,21
908239,NA,CZ_0007,CZ_0007_4,2017,1,R,17.9070844,48.9897594,21
908244,NA,CZ_0007,CZ_0007_4,2018,1,R,17.9070844,48.9897594,21
908249,NA,CZ_0007,CZ_0007_4,2019,1,R,17.9070844,48.9897594,21
908254,NA,CZ_0007,CZ_0007_4,2020,1,R,17.9070844,48.9897594,21
908259,NA,CZ_0007,CZ_0007_4,2022,1,R,17.9070844,48.9897594,21
908264,NA,CZ_0007,CZ_0007_4,2023,1,R,17.9070844,48.9897594,21
908165,NA,CZ_0007,CZ_0007_5,2002,1,R,17.9085544,48.9919006,21
908170,NA,CZ_0007,CZ_0007_5,2003,1,R,17.9085544,48.9919006,21
908175,NA,CZ_0007,CZ_0007_5,2004,1,R,17.9085544,48.9919006,21
908180,NA,CZ_0007,CZ_0007_5,2005,1,R,17.9085544,48.9919006,21
908185,NA,CZ_0007,CZ_0007_5,2006,1,R,17.9085544,48.9919006,21
908190,NA,CZ_0007,CZ_0007_5,2007,1,R,17.9085544,48.9919006,21
908195,NA,CZ_0007,CZ_0007_5,2008,1,R,17.9085544,48.9919006,21
908200,NA,CZ_0007,CZ_0007_5,2009,1,R,17.9085544,48.9919006,21
908205,NA,CZ_0007,CZ_0007_5,2010,1,R,17.9085544,48.9919006,21
908210,NA,CZ_0007,CZ_0007_5,2011,1,R,17.9085544,48.9919006,21
908215,NA,CZ_0007,CZ_0007_5,2012,1,R,17.9085544,48.9919006,21
908220,NA,CZ_0007,CZ_0007_5,2013,1,R,17.9085544,48.9919006,21
908225,NA,CZ_0007,CZ_0007_5,2014,1,R,17.9085544,48.9919006,21
908230,NA,CZ_0007,CZ_0007_5,2015,1,R,17.9085544,48.9919006,21
908235,NA,CZ_0007,CZ_0007_5,2016,1,R,17.9085544,48.9919006,21
908240,NA,CZ_0007,CZ_0007_5,2017,1,R,17.9085544,48.9919006,21
908245,NA,CZ_0007,CZ_0007_5,2018,1,R,17.9085544,48.9919006,21
908250,NA,CZ_0007,CZ_0007_5,2019,1,R,17.9085544,48.9919006,21
908255,NA,CZ_0007,CZ_0007_5,2020,1,R,17.9085544,48.9919006,21
908260,NA,CZ_0007,CZ_0007_5,2022,1,R,17.9085544,48.9919006,21
908265,NA,CZ_0007,CZ_0007_5,2023,1,R,17.9085544,48.9919006,21
18395,1,CZ_0008,CZ_0008_1,1990,8,TD_mesic,12.754,49.977,11
18403,9,CZ_0008,CZ_0008_1,1994,8,TD_mesic,12.754,49.977,11
18411,17,CZ_0008,CZ_0008_1,1996,8,TD_mesic,12.754,49.977,11
18423,29,CZ_0008,CZ_0008_1,1997,8,TD_mesic,12.754,49.977,11
18435,41,CZ_0008,CZ_0008_1,1999,8,TD_mesic,12.754,49.977,11
18447,53,CZ_0008,CZ_0008_1,2003,8,TD_mesic,12.754,49.977,11
18459,65,CZ_0008,CZ_0008_1,2006,8,TD_mesic,12.754,49.977,11
18471,77,CZ_0008,CZ_0008_1,2009,8,TD_mesic,12.754,49.977,11
18483,89,CZ_0008,CZ_0008_1,2012,8,TD_mesic,12.754,49.977,11
18495,101,CZ_0008,CZ_0008_1,2015,8,TD_mesic,12.754,49.977,11
18507,113,CZ_0008,CZ_0008_1,2018,8,TD_mesic,12.754,49.977,11
18396,2,CZ_0008,CZ_0008_2,1990,8,TD_wet,12.754,49.977,11
18404,10,CZ_0008,CZ_0008_2,1994,8,TD_wet,12.754,49.977,11
18412,18,CZ_0008,CZ_0008_2,1996,8,TD_wet,12.754,49.977,11
18424,30,CZ_0008,CZ_0008_2,1997,8,TD_wet,12.754,49.977,11
18436,42,CZ_0008,CZ_0008_2,1999,8,TD_wet,12.754,49.977,11
18448,54,CZ_0008,CZ_0008_2,2003,8,TD_wet,12.754,49.977,11
18460,66,CZ_0008,CZ_0008_2,2006,8,TD_wet,12.754,49.977,11
18472,78,CZ_0008,CZ_0008_2,2009,8,TD_wet,12.754,49.977,11
18484,90,CZ_0008,CZ_0008_2,2012,8,TD_wet,12.754,49.977,11
18496,102,CZ_0008,CZ_0008_2,2015,8,TD_wet,12.754,49.977,11
18508,114,CZ_0008,CZ_0008_2,2018,8,TD_wet,12.754,49.977,11
18397,3,CZ_0008,CZ_0008_3,1990,8,TD_wet,12.754,49.977,11
18405,11,CZ_0008,CZ_0008_3,1994,8,TD_wet,12.754,49.977,11
18413,19,CZ_0008,CZ_0008_3,1996,8,TD_wet,12.754,49.977,11
18425,31,CZ_0008,CZ_0008_3,1997,8,TD_wet,12.754,49.977,11
18437,43,CZ_0008,CZ_0008_3,1999,8,TD_wet,12.754,49.977,11
18449,55,CZ_0008,CZ_0008_3,2003,8,TD_wet,12.754,49.977,11
18461,67,CZ_0008,CZ_0008_3,2006,8,TD_wet,12.754,49.977,11
18473,79,CZ_0008,CZ_0008_3,2009,8,TD_wet,12.754,49.977,11
18485,91,CZ_0008,CZ_0008_3,2012,8,TD_wet,12.754,49.977,11
18497,103,CZ_0008,CZ_0008_3,2015,8,TD_wet,12.754,49.977,11
18509,115,CZ_0008,CZ_0008_3,2018,8,TD_wet,12.754,49.977,11
18398,4,CZ_0008,CZ_0008_4,1990,8,TD_mesic,12.754,49.977,11
18406,12,CZ_0008,CZ_0008_4,1994,8,TD_mesic,12.754,49.977,11
18414,20,CZ_0008,CZ_0008_4,1996,8,TD_mesic,12.754,49.977,11
18426,32,CZ_0008,CZ_0008_4,1997,8,TD_mesic,12.754,49.977,11
18438,44,CZ_0008,CZ_0008_4,1999,8,TD_mesic,12.754,49.977,11
18450,56,CZ_0008,CZ_0008_4,2003,8,TD_mesic,12.754,49.977,11
